age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,salary
37,Self-emp-not-inc,1384073,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,101,0,48,United-States,50613.32
31,Local-gov,147686,Bachelors,13,Never-married,Machine-op-inspct,Husband,White,Female,0,0,32,United-States,37744.24
69,Private,1405796,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,361,0,48,United-States,64028.9
77,Private,202029,Preschool,1,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,26,United-States,20732.41
78,Self-emp-inc,1430858,Preschool,1,Never-married,Other-service,Unmarried,White,Male,0,0,32,Cambodia,15000.0
47,Self-emp-not-inc,261514,Preschool,1,Never-married,Craft-repair,Unmarried,White,Female,0,0,13,United-States,15000.0
37,Private,547977,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,162,0,35,United-States,42020.0
55,Federal-gov,1355718,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,45,United-States,29685.19
80,Private,1497606,11th,7,Divorced,Sales,Not-in-family,White,Female,0,0,43,United-States,32760.13
20,Private,863823,10th,6,Never-married,Prof-specialty,Wife,White,Male,0,0,61,United-States,49607.33
78,Private,1034374,1st-4th,2,Never-married,Transport-moving,Own-child,White,Female,0,0,48,United-States,19404.29
83,Federal-gov,863392,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States,15737.88
22,Private,1398509,7th-8th,4,Separated,Armed-Forces,Other-relative,White,Female,0,0,37,United-States,15000.0
63,Private,784504,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,58,United-States,82240.58
73,Private,1439210,Doctorate,16,Widowed,Farming-fishing,Wife,White,Male,0,0,58,United-States,110246.08
65,Private,1021930,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,62,United-States,96574.58
45,State-gov,1062425,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,335,0,24,United-States,23146.15
89,Self-emp-not-inc,1446564,Preschool,1,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,65,United-States,21992.19
38,Private,274237,Doctorate,16,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,0,0,36,United-States,81221.15
48,Private,1148585,Preschool,1,Married-spouse-absent,Tech-support,Own-child,White,Male,0,0,44,United-States,31858.99
35,Private,818301,Bachelors,13,Never-married,Adm-clerical,Wife,White,Male,242,22,52,United-States,80179.11
85,Private,997410,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,19,United-States,27152.99
52,State-gov,1066600,10th,6,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,30,United-States,17277.8
55,Private,708787,1st-4th,2,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,51,United-States,40330.63
53,Self-emp-inc,1196944,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,0,0,31,United-States,57828.97
71,Self-emp-not-inc,354866,Assoc-acdm,12,Divorced,Adm-clerical,Wife,Other,Female,0,0,49,United-States,48449.6
84,Private,1039933,HS-grad,9,Separated,Priv-house-serv,Husband,White,Female,0,0,36,United-States,15382.57
48,Self-emp-inc,233492,Prof-school,15,Separated,Armed-Forces,Own-child,White,Male,0,0,52,Poland,128742.44
58,Local-gov,519551,1st-4th,2,Married-AF-spouse,Other-service,Unmarried,White,Male,0,0,12,United-States,15000.0
39,Private,1362178,Assoc-voc,11,Widowed,Craft-repair,Other-relative,White,Male,0,0,15,United-States,21603.15
26,Private,589223,11th,7,Separated,Craft-repair,Wife,White,Female,0,0,38,United-States,21649.2
88,Never-worked,929424,7th-8th,4,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,29,United-States,23371.07
50,Private,812242,5th-6th,3,Widowed,Tech-support,Other-relative,White,Female,0,0,40,United-States,34800.16
23,Self-emp-not-inc,1481867,Assoc-voc,11,Widowed,Tech-support,Wife,White,Female,0,0,71,United-States,56321.24
32,Private,1456226,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,14,United-States,15000.0
35,Federal-gov,761731,10th,6,Married-AF-spouse,Other-service,Husband,White,Male,0,0,23,United-States,15000.0
73,Never-worked,55095,Some-college,10,Divorced,Protective-serv,Other-relative,Black,Male,0,0,17,Hong,22882.82
75,Self-emp-not-inc,350686,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,163,0,37,United-States,19050.41
64,Private,658456,9th,5,Married-civ-spouse,Farming-fishing,Own-child,White,Female,23,0,53,United-States,27871.12
22,Self-emp-not-inc,464151,Bachelors,13,Married-AF-spouse,Other-service,Other-relative,White,Male,0,0,59,United-States,43568.58
75,Private,1483247,10th,6,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,29,United-States,27058.8
78,Private,168598,5th-6th,3,Never-married,Prof-specialty,Husband,White,Female,0,0,38,United-States,34462.18
38,Private,1009074,Prof-school,15,Married-AF-spouse,Sales,Unmarried,White,Male,30,105,27,United-States,64119.66
21,Private,927472,Doctorate,16,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,34,United-States,90771.16
70,Self-emp-not-inc,963122,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,69,United-States,75685.81
75,Federal-gov,449503,Assoc-acdm,12,Never-married,Armed-Forces,Not-in-family,White,Female,0,0,27,United-States,34431.97
85,Local-gov,1069670,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,29,United-States,19243.02
40,Private,759450,Some-college,10,Married-AF-spouse,Priv-house-serv,Other-relative,White,Female,0,0,47,Hong,27559.57
77,Private,868950,Assoc-voc,11,Married-spouse-absent,Craft-repair,Husband,White,Female,80,0,42,United-States,45306.58
20,Private,338821,9th,5,Separated,Prof-specialty,Unmarried,White,Female,0,0,46,United-States,33892.32
36,Without-pay,1439290,11th,7,Separated,Machine-op-inspct,Own-child,White,Female,134,0,45,United-States,36006.13
38,Self-emp-not-inc,531396,10th,6,Divorced,Armed-Forces,Wife,White,Male,0,0,50,United-States,51086.69
89,Never-worked,45903,HS-grad,9,Widowed,Farming-fishing,Wife,White,Female,0,0,35,United-States,20181.15
58,State-gov,1310964,11th,7,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,31,United-States,24203.41
19,Never-worked,841257,7th-8th,4,Separated,Machine-op-inspct,Husband,White,Male,0,0,23,United-States,15000.0
20,Private,163837,Preschool,1,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,27,United-States,15000.0
40,Private,955522,Preschool,1,Separated,Armed-Forces,Wife,White,Female,0,0,25,United-States,15000.0
56,Private,46683,12th,8,Married-AF-spouse,Handlers-cleaners,Other-relative,Black,Female,0,0,40,Poland,17221.58
60,Private,1182304,1st-4th,2,Married-AF-spouse,Adm-clerical,Husband,White,Male,0,0,58,United-States,25384.88
22,Private,917383,7th-8th,4,Separated,Farming-fishing,Unmarried,White,Male,0,0,41,Columbia,15011.71
69,Private,882834,1st-4th,2,Never-married,Protective-serv,Unmarried,White,Male,0,0,58,United-States,40834.87
75,Private,917651,Masters,14,Married-AF-spouse,Protective-serv,Other-relative,White,Female,0,0,41,United-States,62281.13
29,Private,96124,12th,8,Divorced,Tech-support,Not-in-family,White,Female,66,0,14,United-States,15000.0
39,Private,1002144,9th,5,Never-married,Farming-fishing,Husband,White,Female,0,0,32,United-States,17680.29
46,Never-worked,504955,Preschool,1,Divorced,Protective-serv,Unmarried,White,Female,0,0,25,United-States,15000.0
69,Private,1147613,HS-grad,9,Married-spouse-absent,Tech-support,Wife,White,Male,0,0,47,Hong,62567.69
73,Private,641516,Masters,14,Married-spouse-absent,Priv-house-serv,Wife,White,Male,0,0,33,United-States,33841.07
56,State-gov,758692,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,37,United-States,47609.5
82,Private,1365477,11th,7,Married-AF-spouse,Priv-house-serv,Husband,White,Female,0,0,50,United-States,15457.48
65,Private,761287,12th,8,Widowed,Sales,Own-child,White,Female,0,0,56,United-States,45000.25
44,Private,217596,Some-college,10,Married-civ-spouse,Priv-house-serv,Own-child,Other,Male,0,0,49,United-States,27988.98
41,Local-gov,921289,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,45,United-States,37416.36
43,Private,134591,5th-6th,3,Never-married,Priv-house-serv,Wife,White,Male,0,0,35,United-States,15000.0
71,Private,600073,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,0,0,42,United-States,56449.2
68,Self-emp-not-inc,784107,7th-8th,4,Widowed,Machine-op-inspct,Wife,White,Male,0,0,55,Cambodia,33227.87
39,Private,253767,9th,5,Divorced,Farming-fishing,Wife,Black,Male,0,0,38,United-States,23839.91
75,Never-worked,453258,10th,6,Widowed,Adm-clerical,Husband,White,Female,0,0,51,United-States,30192.07
88,Private,511323,10th,6,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,31,United-States,34439.66
17,Private,1105687,9th,5,Widowed,Tech-support,Wife,White,Male,0,0,45,United-States,29930.78
78,Self-emp-inc,1300894,Bachelors,13,Married-spouse-absent,Farming-fishing,Other-relative,White,Female,0,0,41,United-States,45880.4
70,Self-emp-not-inc,379349,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,64,0,44,Honduras,60448.96
75,Private,1241266,Some-college,10,Separated,Tech-support,Wife,White,Female,0,59,40,United-States,41669.34
35,Private,1158836,11th,7,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,36,United-States,15000.0
84,Private,593838,Preschool,1,Separated,Armed-Forces,Not-in-family,White,Male,0,0,33,United-States,15267.61
89,Private,1206454,Some-college,10,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other,Male,0,75,33,United-States,34386.85
76,Private,584887,Doctorate,16,Widowed,Handlers-cleaners,Other-relative,White,Male,0,0,16,United-States,22384.69
89,Private,1102037,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,0,0,58,United-States,48991.86
51,State-gov,238584,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,0,0,59,United-States,47150.42
89,Private,488697,11th,7,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,53535.28
74,Private,842297,5th-6th,3,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,35,United-States,17442.89
70,Private,729846,Preschool,1,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,38,United-States,15000.0
18,Private,821527,Masters,14,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,57009.39
85,Private,79518,HS-grad,9,Separated,Prof-specialty,Other-relative,White,Female,67,0,48,United-States,55954.8
63,Private,341999,11th,7,Widowed,Farming-fishing,Other-relative,White,Female,0,0,60,Germany,33821.24
32,Private,186968,Assoc-acdm,12,Separated,Armed-Forces,Other-relative,White,Male,0,0,24,United-States,29095.28
35,Private,1175123,HS-grad,9,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,35274.07
60,Private,1080913,12th,8,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,31342.42
75,Private,954131,Some-college,10,Divorced,Priv-house-serv,Wife,White,Male,0,0,42,United-States,25615.32
87,Private,1313659,Some-college,10,Separated,Tech-support,Wife,White,Male,0,0,47,United-States,63759.21
35,Private,454718,9th,5,Divorced,Transport-moving,Husband,White,Male,0,0,48,United-States,36262.81
53,Private,31067,10th,6,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,20358.43
89,Private,541740,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,19974.97
31,Local-gov,146645,1st-4th,2,Separated,Protective-serv,Other-relative,White,Male,0,0,43,United-States,20276.92
52,Never-worked,516554,Assoc-acdm,12,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,15,44,United-States,81612.59
85,Private,964138,9th,5,Never-married,Armed-Forces,Unmarried,White,Male,0,0,42,England,31355.02
59,Private,293460,5th-6th,3,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States,44293.93
88,Private,882318,HS-grad,9,Separated,Handlers-cleaners,Husband,White,Male,0,0,52,United-States,30303.84
74,Private,279515,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,44,United-States,64594.47
36,Self-emp-not-inc,533116,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,0,0,53,United-States,77767.17
59,Private,195550,HS-grad,9,Divorced,Farming-fishing,Husband,White,Female,0,0,48,United-States,33936.06
71,Private,1464407,12th,8,Divorced,Transport-moving,Husband,White,Female,0,0,58,United-States,34129.24
75,Private,1044104,5th-6th,3,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,0,18,15,United-States,15000.0
29,Self-emp-not-inc,1428006,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,25,Iran,22088.09
44,Private,1025197,7th-8th,4,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,22426.67
61,Private,111894,9th,5,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,12,United-States,15000.0
38,Private,281265,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,19,United-States,22447.78
20,Self-emp-not-inc,1314397,Masters,14,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,29,United-States,25758.79
34,Private,180205,10th,6,Never-married,Transport-moving,Husband,White,Female,64,0,54,United-States,29368.18
52,Self-emp-inc,1214242,Prof-school,15,Married-AF-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,28,El-Salvador,43121.25
34,Private,1486285,Prof-school,15,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,12,21,United-States,34824.67
31,Private,735571,Assoc-voc,11,Widowed,Priv-house-serv,Unmarried,White,Female,0,85,24,Cambodia,15000.0
84,Private,478379,10th,6,Married-spouse-absent,Craft-repair,Not-in-family,Other,Male,0,0,21,United-States,19981.2
67,Private,1427158,7th-8th,4,Divorced,Protective-serv,Unmarried,White,Female,0,0,49,United-States,30835.81
45,Private,1210118,11th,7,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,43,United-States,21977.25
63,Private,769495,Prof-school,15,Never-married,Protective-serv,Other-relative,Black,Female,0,145,42,United-States,84306.73
72,Private,1084602,Some-college,10,Separated,Adm-clerical,Wife,White,Male,0,0,31,United-States,26342.34
41,Private,615151,10th,6,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,38,United-States,31949.61
84,Private,1275609,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,96,0,24,United-States,21077.17
61,Private,31042,5th-6th,3,Separated,Protective-serv,Own-child,White,Female,0,0,40,United-States,23323.8
59,Without-pay,211904,Assoc-voc,11,Married-spouse-absent,Other-service,Own-child,White,Male,0,0,54,United-States,46643.44
53,Private,1454679,Some-college,10,Married-AF-spouse,Other-service,Unmarried,White,Female,0,0,41,United-States,32109.47
71,State-gov,818524,Prof-school,15,Divorced,Machine-op-inspct,Other-relative,Black,Female,0,0,52,United-States,92735.68
34,Private,563608,Bachelors,13,Widowed,Adm-clerical,Husband,White,Male,0,60,33,United-States,39719.17
73,Self-emp-inc,634773,12th,8,Widowed,Protective-serv,Wife,White,Female,0,0,41,Germany,32723.73
54,Private,636840,Masters,14,Married-spouse-absent,Craft-repair,Husband,White,Female,0,0,29,United-States,59004.72
61,Private,530082,Doctorate,16,Never-married,Craft-repair,Wife,White,Female,0,0,58,United-States,127269.85
50,Private,57645,9th,5,Married-AF-spouse,Craft-repair,Own-child,White,Female,9,0,63,United-States,44953.15
34,Private,106502,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,15000.0
21,Private,1436548,Some-college,10,Married-AF-spouse,Craft-repair,Other-relative,Other,Male,0,0,35,United-States,26437.91
27,Private,200271,10th,6,Divorced,Protective-serv,Not-in-family,White,Male,0,0,64,United-States,47437.29
39,Private,1190777,12th,8,Never-married,Exec-managerial,Wife,White,Male,0,0,44,United-States,65626.49
86,Private,323559,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,21,United-States,15000.0
84,Self-emp-inc,1008899,1st-4th,2,Married-AF-spouse,Other-service,Unmarried,White,Male,0,0,36,United-States,15000.0
58,Private,400992,10th,6,Widowed,Handlers-cleaners,Husband,White,Male,0,0,43,United-States,20605.53
62,Private,932426,12th,8,Married-AF-spouse,Other-service,Unmarried,White,Female,114,0,39,United-States,19744.47
88,Local-gov,1318166,Preschool,1,Married-spouse-absent,Transport-moving,Wife,Black,Female,0,0,26,United-States,15000.0
43,State-gov,1337486,Preschool,1,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,0,23,United-States,15000.0
64,Self-emp-inc,1237414,Preschool,1,Never-married,Sales,Unmarried,White,Male,0,0,28,United-States,15570.26
66,Private,228599,Some-college,10,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,102487.53
77,Private,288518,Doctorate,16,Separated,Tech-support,Other-relative,Black,Male,0,0,24,United-States,81874.81
47,Private,1043237,7th-8th,4,Married-spouse-absent,Armed-Forces,Husband,White,Female,0,0,41,United-States,34789.72
51,Local-gov,884820,Some-college,10,Divorced,Tech-support,Husband,White,Male,0,0,42,United-States,80943.48
85,State-gov,1445062,Preschool,1,Never-married,Adm-clerical,Other-relative,White,Female,0,0,41,United-States,15000.0
45,Private,544633,Doctorate,16,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,13,United-States,37959.36
71,Private,571340,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,38,United-States,47088.83
58,Local-gov,309477,Some-college,10,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,70473.47
81,Local-gov,480949,Bachelors,13,Separated,Craft-repair,Husband,White,Male,0,0,47,United-States,71930.06
88,Private,1217708,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,18,United-States,19929.41
57,Private,1345186,Bachelors,13,Married-AF-spouse,Armed-Forces,Own-child,White,Female,0,0,50,United-States,72012.9
73,Private,566922,11th,7,Divorced,Protective-serv,Wife,White,Female,0,0,38,United-States,26056.11
77,Private,621533,12th,8,Separated,Tech-support,Not-in-family,Other,Female,0,0,41,United-States,48966.49
32,Private,570185,11th,7,Divorced,Farming-fishing,Own-child,White,Female,0,0,27,United-States,15000.0
